image_id,matrix_index,rating,standardized_rating,normalized_rating,rank,standardized_rank,normalized_rank,parameter,std_error,ci_lower,ci_upper,p_value
2386949,142,0.0047832831487979776,0.2447,0.2447,168,0.8392,0.1608,-0.04357387952206743,0.36839034447081037,-0.7656056869371599,0.6784579278930252,0.9058443637287945
2339617,46,0.004782910006104868,0.2443,0.2443,169,0.8442,0.1558,-0.04365189230881697,0.39608109569920347,-0.8199565748364183,0.7326527902187844,0.9122432426927516
2411092,193,0.004765690706191305,0.223,0.223,170,0.8492,0.1508,-0.04725856078269899,0.3363367519459697,-0.7064664812739815,0.6119493597085836,0.8882573250441503
2391922,150,0.004765349933840831,0.2226,0.2226,171,0.8543,0.1457,-0.04733006868272563,0.3191856890815347,-0.6729225236631332,0.578262386297682,0.8821187952959939
2400206,168,0.004764037353657264,0.2209,0.2209,172,0.8593,0.1407,-0.047605549183678694,0.35674995274152094,-0.746822608043426,0.6516115096760687,0.8938435607854021
2352064,71,0.004761960012220692,0.2184,0.2184,173,0.8643,0.1357,-0.04804169070035434,0.3568132106378124,-0.7473827327585708,0.6512993513578621,0.8928957163215365
2372121,112,0.004759750413871075,0.2156,0.2156,174,0.8693,0.1307,-0.048505808656142145,0.3956586141314389,-0.8239824425267929,0.7269708252145085,0.9024277322239651
2392957,152,0.004758449778321312,0.214,0.214,175,0.8744,0.1256,-0.04877910308819782,0.411736812236649,-0.8557684261813604,0.7582102200049649,0.9056940269890295
2354108,76,0.0047422723406364015,0.194,0.194,176,0.8794,0.1206,-0.052184623872253394,0.327445117534215,-0.6939652611527998,0.5895960134082929,0.8733781059662757
2403091,175,0.004741767251096819,0.1934,0.1934,177,0.8844,0.1156,-0.052291137459670324,0.3462706038744504,-0.7309690499585288,0.6263867750391883,0.8799659741152297
1715,2,0.004739374254651009,0.1905,0.1905,178,0.8894,0.1106,-0.05279592825836773,0.36837839494254193,-0.774804315028422,0.6692124585116864,0.8860375968836052
2406015,179,0.004738937932247553,0.1899,0.1899,179,0.8945,0.1055,-0.052887995790046334,0.36860895069304433,-0.7753482635275138,0.6695722719474212,0.8859111407580369
2400881,169,0.004738394296109104,0.1892,0.1892,180,0.8995,0.1005,-0.05300271924300675,0.3458860136165808,-0.7309268486876358,0.6249214102016224,0.8782109605505233
2366216,100,0.0047374072128486475,0.188,0.188,181,0.9045,0.0955,-0.05321105692570162,0.3956530189711463,-0.8286767244836911,0.7222546106322879,0.8930157528021776
2361522,93,0.004736156060447789,0.1865,0.1865,182,0.9095,0.0905,-0.0534751924725997,0.39577407276816284,-0.8291781211129334,0.7222277361677341,0.8925205937990903
2385903,138,0.004717778366218467,0.1638,0.1638,183,0.9146,0.0854,-0.05736303779681521,0.3192125754836104,-0.6830081891569649,0.5682821135633346,0.8573867702727602
2380940,124,0.004716593455652095,0.1623,0.1623,184,0.9196,0.0804,-0.05761422793325954,0.33644149767269255,-0.7170274462764533,0.6017989904099342,0.8640304154940488
2357707,82,0.004715257026356262,0.1607,0.1607,185,0.9246,0.0754,-0.05789761438161906,0.33636463720636756,-0.7171601889789809,0.6013649602157427,0.863337269483881
3700,4,0.004715222611106647,0.1606,0.1606,186,0.9296,0.0704,-0.05790491310892416,0.38152165854565073,-0.8056736231803878,0.6898637969625394,0.8793655101689468
2366562,103,0.004697677761964934,0.1389,0.1389,187,0.9347,0.0653,-0.06163274805126294,0.34633227397378114,-0.7404315317237327,0.6171660356212068,0.8587556218961252
2334897,42,0.004696981079409927,0.1381,0.1381,188,0.9397,0.0603,-0.06178106265598623,0.3115227930874252,-0.672354517470663,0.5487923921586905,0.8427950504530985
2328910,37,0.004696476401762667,0.1374,0.1374,189,0.9447,0.0553,-0.061888515667565085,0.3273686651339443,-0.7035193089970492,0.5797422776619191,0.8500548989649894
2399197,167,0.004695790646489349,0.1366,0.1366,190,0.9497,0.0503,-0.06203454117365738,0.33640734518238025,-0.7213808218658567,0.597311739518542,0.8536972757112373
2402692,174,0.004694831980817501,0.1354,0.1354,191,0.9548,0.0452,-0.062238716277529714,0.3458439312802397,-0.740080365858545,0.6156029333034855,0.8571825125669104
2325199,32,0.004693629334618052,0.1339,0.1339,192,0.9598,0.0402,-0.06249491293545256,0.36831576714319336,-0.7843805514743525,0.6593907256034475,0.8652637392075839
2392128,151,0.004690240470584457,0.1297,0.1297,193,0.9648,0.0352,-0.063217187274562,0.3957344409965895,-0.8388424390699685,0.7124080645208444,0.8730807786892538
2379305,121,0.00467221785588634,0.1075,0.1075,194,0.9698,0.0302,-0.06706716691262432,0.36874213097482783,-0.7897884632058383,0.6556541293805898,0.8556761594591373
2317792,18,0.004669396414542457,0.104,0.104,195,0.9749,0.0251,-0.06767122555773607,0.35663716844965665,-0.7666672312674075,0.6313247801519354,0.8495065261005048
2386608,140,0.00465357453712588,0.0844,0.0844,196,0.9799,0.0201,-0.07106539951540447,0.32769605265974905,-0.7133378606044536,0.5712070615736446,0.8283145174932627
2325748,34,0.004628493165008558,0.0534,0.0534,197,0.9849,0.0151,-0.076469676658491,0.336381170908823,-0.7357646567171967,0.5828253034002147,0.820166811738575
2405882,178,0.004625883392223219,0.0502,0.0502,198,0.9899,0.0101,-0.07703368501461982,0.3569421453288881,-0.7766274344237024,0.6225600643944628,0.8291314839842057
2397940,165,0.0045869909173003745,0.0021,0.0021,199,0.995,0.005,-0.08547680594682593,0.3195297792955574,-0.7117436653541508,0.5407900534604989,0.789077974131295
2385264,135,0.004585257101842551,0.0,0.0,200,1.0,0.0,-0.0858548627710321,0.3364601129471728,-0.7453045663817697,0.5735948408397054,0.7985910300930412
